2.568  Cu1
2.855  Al1
2.585  Al1Cu1
2.559  Al1Cu2
2.604  Al1Cu3
2.606  Al2Cu1
2.632  Al3Cu1
2.568  Cu1
2.855  Al1
2.585  Al1Cu1
2.559  Al1Cu2
2.604  Al1Cu3
2.606  Al2Cu1
2.632  Al3Cu1
